name,osm_id,county,distance_miles,highway_type,surface,difficulty,ref,num_coordinates
Trail 1157668382,1157668382,Unknown,0.016,path,unknown,unknown,,8
Trail 1181390005,1181390005,Unknown,0.016,footway,unknown,unknown,,5
Trail 1181390013,1181390013,Unknown,0.016,footway,unknown,unknown,,5
Trail 1185746029,1185746029,Unknown,0.016,footway,unknown,unknown,,3
Trail 1192135749,1192135749,Unknown,0.016,footway,unknown,unknown,,10
Trail 1238122138,1238122138,Unknown,0.016,footway,unknown,unknown,,4
Trail 1240048809,1240048809,Unknown,0.016,footway,asphalt,unknown,,3
Trail 1254080798,1254080798,Unknown,0.016,footway,unknown,unknown,,2
Trail 1279518158,1279518158,Unknown,0.016,footway,unknown,unknown,,7
Trail 1285763813,1285763813,Unknown,0.016,footway,unknown,unknown,,3
Trail 1286611681,1286611681,Unknown,0.016,footway,concrete,unknown,,2
Trail 1297152931,1297152931,Unknown,0.016,footway,concrete,unknown,,2
Trail 1299415226,1299415226,Unknown,0.016,footway,unknown,unknown,,4
Trail 1299457113,1299457113,Unknown,0.016,footway,unknown,unknown,,7
Trail 1299457115,1299457115,Unknown,0.016,footway,unknown,unknown,,2
Trail 1299457143,1299457143,Unknown,0.016,footway,unknown,unknown,,3
Trail 1299457298,1299457298,Unknown,0.016,footway,unknown,unknown,,3
Trail 1301835830,1301835830,Unknown,0.016,footway,concrete,unknown,,2
Trail 1303315026,1303315026,Unknown,0.016,cycleway,dirt,unknown,,6
Trail 1303336034,1303336034,Unknown,0.016,footway,wood,unknown,,6
Trail 1305484951,1305484951,Unknown,0.016,footway,concrete,unknown,,2
Trail 1305484952,1305484952,Unknown,0.016,footway,concrete,unknown,,7
Trail 1305484970,1305484970,Unknown,0.016,footway,asphalt,unknown,,5
Trail 1305774853,1305774853,Unknown,0.016,footway,asphalt,unknown,,6
Trail 1305835125,1305835125,Unknown,0.016,footway,unknown,unknown,,3
Trail 1305835129,1305835129,Unknown,0.016,footway,unknown,unknown,,3
Trail 1309006672,1309006672,Unknown,0.016,path,wood,unknown,,7
Trail 1313769402,1313769402,Unknown,0.016,footway,concrete,unknown,,4
Trail 1320429106,1320429106,Unknown,0.016,footway,unknown,unknown,,2
Trail 1332942583,1332942583,Unknown,0.016,footway,unknown,unknown,,4
Carolina Loop,1385710851,Unknown,0.016,footway,ground,unknown,,2
Trail 1409899504,1409899504,Unknown,0.016,footway,unpaved,unknown,,11
Trail 1409921396,1409921396,Unknown,0.016,footway,concrete,unknown,,3
Trail 1411556008,1411556008,Unknown,0.016,footway,unknown,unknown,,4
Trail 1413180144,1413180144,Unknown,0.016,footway,unknown,unknown,,3
Trail 1418196380,1418196380,Unknown,0.016,footway,unknown,unknown,,2
Trail 150836358,150836358,Unknown,0.015,footway,gravel,grade2,,2
Trail 193301790,193301790,Unknown,0.015,footway,unknown,unknown,,3
Trail 239020258,239020258,Unknown,0.015,footway,unknown,unknown,,5
Trail 266737257,266737257,Unknown,0.015,cycleway,unknown,unknown,,3
Tom Branch Road,285519563,Unknown,0.015,track,gravel,grade1,,4
Trail 286154574,286154574,Unknown,0.015,footway,unknown,unknown,,3
Trail 287550744,287550744,Unknown,0.015,footway,unknown,unknown,,2
Trail 288607390,288607390,Unknown,0.015,footway,unknown,unknown,,3
Trail 288607416,288607416,Unknown,0.015,footway,unknown,unknown,,21
Trail 311178822,311178822,Unknown,0.015,footway,unknown,unknown,,3
Trail 312147920,312147920,Unknown,0.015,track,asphalt,grade1,,2
Trail 319596944,319596944,Unknown,0.015,footway,unknown,unknown,,6
Native Azalea Garden,340017988,Unknown,0.015,footway,unknown,unknown,,4
Trail 408486098,408486098,Unknown,0.015,footway,unknown,unknown,,3
Trail 411464973,411464973,Unknown,0.015,footway,unknown,unknown,,5
Trail 446477342,446477342,Unknown,0.015,footway,unknown,unknown,,4
Trail 446517089,446517089,Unknown,0.015,footway,unknown,unknown,,3
Trail 446561912,446561912,Unknown,0.015,footway,unknown,unknown,,3
Trail 446568051,446568051,Unknown,0.015,footway,unknown,unknown,,4
Trail 449460419,449460419,Unknown,0.015,footway,unknown,unknown,,4
Trail 449485795,449485795,Unknown,0.015,footway,unknown,unknown,,5
Trail 449485827,449485827,Unknown,0.015,footway,unknown,unknown,,4
Trail 480532846,480532846,Unknown,0.015,footway,unknown,unknown,,2
Trail 520405277,520405277,Unknown,0.015,footway,concrete,unknown,,2
Squirrel Gap,538363147,Unknown,0.015,path,dirt,unknown,147,2
Trail 597075642,597075642,Unknown,0.015,footway,unknown,unknown,,3
Trail 597079109,597079109,Unknown,0.015,footway,concrete,unknown,,2
Community Garden Trail Connector,640403464,Unknown,0.015,path,concrete,hiking,,2
Trail 649800240,649800240,Unknown,0.015,footway,concrete,unknown,,3
Trail 653603752,653603752,Unknown,0.015,footway,concrete,unknown,,4
Trail 663365348,663365348,Unknown,0.015,footway,unknown,unknown,,6
Trail 664247712,664247712,Unknown,0.015,footway,asphalt,unknown,,4
Trail 667496848,667496848,Unknown,0.015,footway,unknown,unknown,,5
Hickey Fork Trail,673004373,Unknown,0.015,path,unknown,unknown,TR 292,3
Trail 678620665,678620665,Unknown,0.015,footway,unknown,unknown,,10
Trail 680562621,680562621,Unknown,0.015,path,unknown,unknown,,3
Oaks Trail,684225902,Unknown,0.015,path,wood,hiking,,2
Trail 686880905,686880905,Unknown,0.015,footway,paved,unknown,,4
Trail 688795607,688795607,Unknown,0.015,footway,concrete,unknown,,3
Trail 720664651,720664651,Unknown,0.015,footway,concrete,unknown,,4
Trail 720664664,720664664,Unknown,0.015,footway,concrete,unknown,,9
Trail 723030654,723030654,Unknown,0.015,footway,concrete,unknown,,3
Trail 725732069,725732069,Unknown,0.015,track,ground,grade5,,6
Trail 725732070,725732070,Unknown,0.015,track,ground,grade5,,6
Trail 726024291,726024291,Unknown,0.015,footway,brick,unknown,,2
Trail 728881684,728881684,Unknown,0.015,footway,unknown,unknown,,7
Cat Gap Loop Trail,762747459,Unknown,0.015,path,ground,unknown,120,2
Trail 765528331,765528331,Unknown,0.015,footway,concrete,unknown,,7
Trail 795987653,795987653,Unknown,0.015,path,ground,unknown,,7
Trail 795987683,795987683,Unknown,0.015,path,ground,unknown,,2
Trail 795987773,795987773,Unknown,0.015,path,wood,unknown,,2
Trail 798179391,798179391,Unknown,0.015,footway,concrete,unknown,,8
Trail 798524401,798524401,Unknown,0.015,footway,concrete,unknown,,5
South Mills River Road,815044044,Unknown,0.015,path,unpaved,grade4,TR 133,2
Trail 827501106,827501106,Unknown,0.015,footway,concrete,unknown,,3
Trail 830182938,830182938,Unknown,0.015,footway,unknown,unknown,,6
Trail 830190945,830190945,Unknown,0.015,footway,unknown,unknown,,7
Trail 831967601,831967601,Unknown,0.015,footway,concrete,unknown,,3
Trail 832262627,832262627,Unknown,0.015,footway,concrete,unknown,,7
Trail 832321954,832321954,Unknown,0.015,footway,concrete,unknown,,2
Trail 862205332,862205332,Unknown,0.015,footway,unknown,unknown,,4
Trail 892783751,892783751,Unknown,0.015,footway,concrete,unknown,,7
Trail 894704261,894704261,Unknown,0.015,footway,concrete,unknown,,2
Trail 894729292,894729292,Unknown,0.015,footway,asphalt,unknown,,3
Trail 894729318,894729318,Unknown,0.015,footway,asphalt,unknown,,3
Trail 897252327,897252327,Unknown,0.015,footway,concrete,unknown,,4
Trail 945136726,945136726,Unknown,0.015,path,ground,hiking,,6
Trail 945603419,945603419,Unknown,0.015,footway,unknown,unknown,,4
Trail 958322577,958322577,Unknown,0.015,footway,unknown,unknown,,5
Trail 958322580,958322580,Unknown,0.015,footway,unknown,unknown,,10
Trail 961638022,961638022,Unknown,0.015,path,unknown,unknown,,3
Paint Creek Trail,991015632,Unknown,0.015,path,ground,unknown,TR 10,2
Trail 1004818088,1004818088,Unknown,0.015,path,unknown,unknown,,9
Trail 1031677237,1031677237,Unknown,0.015,footway,concrete,unknown,,9
Cliif Top Trail,1044609778,Unknown,0.015,path,ground,unknown,,5
Trail 1051167336,1051167336,Unknown,0.015,footway,unknown,unknown,,5
Trail 1060528001,1060528001,Unknown,0.015,footway,unknown,unknown,,4
Trail 1071595579,1071595579,Unknown,0.015,footway,unknown,unknown,,4
Porters Creek Trail,1072666702,Unknown,0.015,path,wood,unknown,,3
Trail 1080444942,1080444942,Unknown,0.015,footway,unknown,unknown,,3
Trail 1084346605,1084346605,Unknown,0.015,footway,unknown,unknown,,3
Trail 1084346609,1084346609,Unknown,0.015,footway,unknown,unknown,,3
Trail 1084346613,1084346613,Unknown,0.015,footway,unknown,unknown,,3
Trail 1097349194,1097349194,Unknown,0.015,cycleway,unknown,unknown,,4
Trail 1103663918,1103663918,Unknown,0.015,footway,wood,unknown,,6
Trail 1115316854,1115316854,Unknown,0.015,footway,gravel,unknown,,3
Trail 1150197310,1150197310,Unknown,0.015,footway,concrete,unknown,,4
Trail 1150819864,1150819864,Unknown,0.015,footway,concrete,unknown,,6
Trail 1151100259,1151100259,Unknown,0.015,footway,asphalt,unknown,,3
Trail 1156452539,1156452539,Unknown,0.015,path,unknown,unknown,,2
Trail 1181390009,1181390009,Unknown,0.015,footway,unknown,unknown,,5
Trail 1185062696,1185062696,Unknown,0.015,footway,unknown,unknown,,9
Trail 1202867031,1202867031,Unknown,0.015,footway,unknown,unknown,,4
Trail 1212064844,1212064844,Unknown,0.015,footway,paved,unknown,,5
Trail 1217874802,1217874802,Unknown,0.015,footway,unknown,unknown,,3
Trail 1236900894,1236900894,Unknown,0.015,footway,unknown,unknown,,2
Trail 1240048783,1240048783,Unknown,0.015,footway,concrete,unknown,,10
Trail 1240048785,1240048785,Unknown,0.015,footway,asphalt,unknown,,3
Trail 1254092912,1254092912,Unknown,0.015,footway,unknown,unknown,,2
Trail 1279518152,1279518152,Unknown,0.015,footway,unknown,unknown,,5
Trail 1286692233,1286692233,Unknown,0.015,footway,concrete,unknown,,2
Trail 1286698328,1286698328,Unknown,0.015,footway,paving_stones,unknown,,9
Trail 1287420099,1287420099,Unknown,0.015,footway,concrete,unknown,,2
Trail 1287420115,1287420115,Unknown,0.015,footway,concrete,unknown,,2
Trail 1297147208,1297147208,Unknown,0.015,footway,asphalt,unknown,,4
Trail 1297152925,1297152925,Unknown,0.015,footway,asphalt,unknown,,7
Trail 1299415206,1299415206,Unknown,0.015,footway,unknown,unknown,,4
Trail 1299415216,1299415216,Unknown,0.015,footway,unknown,unknown,,3
Trail 1299457147,1299457147,Unknown,0.015,footway,unknown,unknown,,3
Trail 1299457300,1299457300,Unknown,0.015,footway,unknown,unknown,,3
Trail 1299457306,1299457306,Unknown,0.015,footway,asphalt,unknown,,5
Trail 1299457312,1299457312,Unknown,0.015,footway,unknown,unknown,,4
Trail 1301800404,1301800404,Unknown,0.015,footway,concrete,unknown,,2
Trail 1301800406,1301800406,Unknown,0.015,footway,concrete,unknown,,6
Trail 1301800440,1301800440,Unknown,0.015,footway,concrete,unknown,,6
Trail 1303336030,1303336030,Unknown,0.015,footway,concrete,unknown,,3
Trail 1305784370,1305784370,Unknown,0.015,footway,concrete,unknown,,2
Trail 1305833566,1305833566,Unknown,0.015,footway,unknown,unknown,,7
Trail 1305833580,1305833580,Unknown,0.015,footway,unknown,unknown,,4
Trail 1305835117,1305835117,Unknown,0.015,footway,unknown,unknown,,3
Trail 1306269179,1306269179,Unknown,0.015,footway,asphalt,unknown,,2
Trail 1316301946,1316301946,Unknown,0.015,footway,unknown,unknown,,6
Trail 1319876516,1319876516,Unknown,0.015,footway,unknown,unknown,,3
Trail 1339150815,1339150815,Unknown,0.015,footway,paved,unknown,,4
Trail 1393645100,1393645100,Unknown,0.015,footway,unknown,unknown,,5
Trail 1396250852,1396250852,Unknown,0.015,footway,asphalt,unknown,,6
Trail 1396250870,1396250870,Unknown,0.015,footway,unknown,unknown,,4
Trail 1408693672,1408693672,Unknown,0.015,path,wood,unknown,,2
Trail 1409391376,1409391376,Unknown,0.015,footway,unknown,unknown,,3
Trail 1409932754,1409932754,Unknown,0.015,footway,concrete,unknown,,23
Trail 1413180142,1413180142,Unknown,0.015,footway,unknown,unknown,,3
Trail 1413557760,1413557760,Unknown,0.015,footway,unknown,unknown,,3
Trail 1418196375,1418196375,Unknown,0.015,footway,unknown,unknown,,2
Trail 1422298224,1422298224,Unknown,0.015,footway,unknown,unknown,,3
Trail 1422298225,1422298225,Unknown,0.015,footway,unknown,unknown,,3
Trail 1422298232,1422298232,Unknown,0.015,footway,unknown,unknown,,4
Folk Art Center,1425430673,Unknown,0.015,path,unknown,mountain_hiking,,3
Trail 117361447,117361447,Unknown,0.014,footway,concrete,unknown,,4
Trail 193301791,193301791,Unknown,0.014,footway,unknown,unknown,,3
Trail 239023471,239023471,Unknown,0.014,footway,unknown,unknown,,4
Trail 265960962,265960962,Unknown,0.014,footway,wood,unknown,,2
Trail 269664615,269664615,Unknown,0.014,footway,unknown,unknown,,2
Trail 269664618,269664618,Unknown,0.014,footway,unknown,unknown,,5
Trail 287556896,287556896,Unknown,0.014,path,unknown,unknown,,2
Trail 288607375,288607375,Unknown,0.014,footway,concrete,unknown,,2
Trail 313561280,313561280,Unknown,0.014,footway,concrete,unknown,,6
Trail 335032448,335032448,Unknown,0.014,path,paved,unknown,,4
Trail 395681549,395681549,Unknown,0.014,footway,unknown,unknown,,5
Trail 446474573,446474573,Unknown,0.014,footway,unknown,unknown,,2
Trail 446474583,446474583,Unknown,0.014,path,concrete,unknown,,2
Trail 449484225,449484225,Unknown,0.014,footway,unknown,unknown,,5
Trail 449486768,449486768,Unknown,0.014,footway,unknown,unknown,,2
Trail 453509864,453509864,Unknown,0.014,track,unpaved,grade3,,5
Trail 482928066,482928066,Unknown,0.014,footway,asphalt,unknown,,3
Trail 510033627,510033627,Unknown,0.014,path,unknown,unknown,,2
Trail 597047269,597047269,Unknown,0.014,footway,unknown,unknown,,3
Trail 597049092,597049092,Unknown,0.014,footway,concrete,unknown,,3
Trail 597082107,597082107,Unknown,0.014,footway,brick,unknown,,3
Trail 627876801,627876801,Unknown,0.014,footway,concrete,unknown,,4
Mountains-to-Sea Trail,627884121,Unknown,0.014,path,ground,mountain_hiking,footpath,5
Trail 649800232,649800232,Unknown,0.014,footway,concrete,unknown,,4
Trail 649800253,649800253,Unknown,0.014,footway,concrete,unknown,,2
Trail 653274198,653274198,Unknown,0.014,footway,concrete,unknown,,9
Trail 653630412,653630412,Unknown,0.014,footway,concrete,unknown,,3
Trail 654381876,654381876,Unknown,0.014,footway,concrete,unknown,,2
Trail 663351523,663351523,Unknown,0.014,footway,asphalt,unknown,,3
Trail 663365351,663365351,Unknown,0.014,footway,unknown,unknown,,2
Trail 678620664,678620664,Unknown,0.014,footway,concrete,unknown,,9
Reed Creek Greenway,685481775,Unknown,0.014,cycleway,asphalt,unknown,,4
Trail 686880898,686880898,Unknown,0.014,footway,concrete,unknown,,3
Bearwallow Valley Trail,725732001,Unknown,0.014,path,concrete,mountain_hiking,,5
Trail 728098236,728098236,Unknown,0.014,footway,asphalt,unknown,,2
Trail 728126468,728126468,Unknown,0.014,footway,unknown,unknown,,3
Trail 728881639,728881639,Unknown,0.014,footway,unknown,unknown,,24
Trail 728881685,728881685,Unknown,0.014,footway,unknown,unknown,,7
Trail 728881688,728881688,Unknown,0.014,footway,unknown,unknown,,9
Trail 728881694,728881694,Unknown,0.014,footway,unknown,unknown,,9
Trail 731170822,731170822,Unknown,0.014,footway,concrete,unknown,,9
Trail 744931493,744931493,Unknown,0.014,footway,asphalt,unknown,,3
Trail 744973221,744973221,Unknown,0.014,footway,asphalt,unknown,,3
Trail 745021905,745021905,Unknown,0.014,footway,unknown,unknown,,3
Trail 745045640,745045640,Unknown,0.014,footway,unknown,unknown,,2
Trail 745051291,745051291,Unknown,0.014,footway,paved,unknown,,2
Trail 745063298,745063298,Unknown,0.014,footway,unknown,unknown,,4
Trail 745063299,745063299,Unknown,0.014,footway,asphalt,unknown,,3
Trail 795987812,795987812,Unknown,0.014,path,ground,unknown,,4
Twin Falls Trail,816523708,Unknown,0.014,path,dirt,mountain_hiking,,2
Trail 818563928,818563928,Unknown,0.014,footway,unknown,unknown,,2
Trail 830182929,830182929,Unknown,0.014,footway,unknown,unknown,,3
Trail 831335010,831335010,Unknown,0.014,footway,concrete,unknown,,6
Trail 831355933,831355933,Unknown,0.014,footway,concrete,unknown,,2
Trail 831965934,831965934,Unknown,0.014,footway,concrete,unknown,,3
Trail 831976259,831976259,Unknown,0.014,footway,concrete,unknown,,4
Trail 836409468,836409468,Unknown,0.014,footway,unknown,unknown,,3
Trail 836611374,836611374,Unknown,0.014,footway,unknown,unknown,,20
Trail 863200964,863200964,Unknown,0.014,footway,concrete,unknown,,4
Trail 867135845,867135845,Unknown,0.014,footway,concrete,unknown,,5
Trail 892783762,892783762,Unknown,0.014,footway,concrete,unknown,,3
Trail 893138632,893138632,Unknown,0.014,footway,concrete,unknown,,2
Trail 893142133,893142133,Unknown,0.014,footway,unknown,unknown,,3
Trail 894604100,894604100,Unknown,0.014,path,unknown,unknown,,3
Trail 894704251,894704251,Unknown,0.014,footway,concrete,unknown,,3
Trail 894729285,894729285,Unknown,0.014,footway,concrete,unknown,,11
Trail 894729303,894729303,Unknown,0.014,footway,concrete,unknown,,2
Trail 894729313,894729313,Unknown,0.014,footway,asphalt,unknown,,3
Trail 894981530,894981530,Unknown,0.014,footway,concrete,unknown,,4
Trail 897243213,897243213,Unknown,0.014,footway,concrete,unknown,,2
Trail 897243215,897243215,Unknown,0.014,footway,concrete,unknown,,2
Moore Cove Trail,912440864,Unknown,0.014,path,wood,unknown,318,3
Trail 916568103,916568103,Unknown,0.014,path,concrete,unknown,,5
Trail 931404628,931404628,Unknown,0.014,footway,unknown,unknown,,2
Trail 943685327,943685327,Unknown,0.014,path,unknown,unknown,,4
Trail 945136737,945136737,Unknown,0.014,track,ground,grade5,,7
Trail 947500026,947500026,Unknown,0.014,footway,unknown,unknown,,3
Trail 958531623,958531623,Unknown,0.014,footway,unknown,unknown,,6
Greasy Cove Trail,961634531,Unknown,0.014,path,unknown,unknown,,2
Trail 975544897,975544897,Unknown,0.014,footway,concrete:plates,unknown,,6
Trail 977798757,977798757,Unknown,0.014,footway,unknown,unknown,,2
Trail 1031677240,1031677240,Unknown,0.014,footway,asphalt,unknown,,2
Trail 1032934658,1032934658,Unknown,0.014,footway,concrete,unknown,,2
Trail 1051407318,1051407318,Unknown,0.014,footway,unknown,unknown,,3
Trail 1071408224,1071408224,Unknown,0.014,path,unknown,unknown,,5
Trail 1080172107,1080172107,Unknown,0.014,path,unknown,unknown,,4
Trail 1082744158,1082744158,Unknown,0.014,footway,unknown,unknown,,3
Trail 1082751972,1082751972,Unknown,0.014,footway,unknown,unknown,,3
Trail 1082751974,1082751974,Unknown,0.014,footway,unknown,unknown,,3
Trail 1084346493,1084346493,Unknown,0.014,footway,unknown,unknown,,3
Trail 1090595729,1090595729,Unknown,0.014,footway,unknown,unknown,,2
Trail 1103662995,1103662995,Unknown,0.014,footway,concrete,unknown,,7
Trail 1110672716,1110672716,Unknown,0.014,track,unknown,unknown,,2
